# GW150914 time-1126259462.44 (s),H1_data_whitened,L1_data_whitened,H1_template_whitened,L1_template_whitened
-0.199766, -1.785543e+00, 5.189429e-01, 1.787111e-02, -3.619788e-02
-0.199522, -2.215131e+00, 4.705611e-01, 5.413350e-02, -2.198840e-02
-0.199277, -2.425469e+00, 4.102286e-01, 9.096025e-02, -1.954993e-04
-0.199033, -2.373615e+00, 3.373418e-01, 1.250596e-01, 2.694461e-02
-0.198789, -2.056279e+00, 2.500426e-01, 1.533000e-01, 5.677919e-02
-0.198545, -1.514178e+00, 1.452313e-01, 1.730364e-01, 8.649613e-02
-0.198301, -8.267735e-01, 1.979364e-02, 1.823934e-01, 1.133788e-01
-0.198057, -9.741482e-02, -1.272457e-01, 1.804676e-01, 1.350339e-01
-0.197813, 5.679294e-01, -2.922246e-01, 1.674263e-01, 1.495740e-01
-0.197568, 1.082692e+00, -4.646871e-01, 1.444861e-01, 1.557403e-01
-0.197324, 1.396365e+00, -6.264481e-01, 1.137745e-01, 1.529626e-01
-0.197080, 1.501460e+00, -7.528558e-01, 7.809005e-02, 1.413570e-01
-0.196836, 1.429582e+00, -8.167905e-01, 4.059044e-02, 1.216684e-01
-0.196592, 1.238643e+00, -7.949023e-01, 4.448448e-03, 9.517233e-02
-0.196348, 9.954163e-01, -6.744285e-01, -2.748243e-02, 6.354715e-02
-0.196104, 7.582867e-01, -4.583323e-01, -5.295104e-02, 2.873234e-02
-0.195859, 5.644470e-01, -1.668707e-01, -7.050757e-02, -7.215609e-03
-0.195615, 4.242699e-01, 1.651480e-01, -7.959779e-02, -4.226018e-02
-0.195371, 3.236341e-01, 4.948185e-01, -8.054698e-02, -7.450833e-02
-0.195127, 2.329320e-01, 7.796513e-01, -7.444314e-02, -1.023168e-01
-0.194883, 1.198612e-01, 9.858989e-01, -6.294223e-02, -1.243793e-01
-0.194639, -3.771421e-02, 1.094490e+00, -4.802717e-02, -1.397936e-01
-0.194395, -2.425101e-01, 1.103190e+00, -3.175609e-02, -1.481064e-01
-0.194150, -4.749733e-01, 1.024899e+00, -1.603346e-02, -1.493353e-01
-0.193906, -6.978287e-01, 8.831733e-01, -2.431188e-03, -1.439628e-01
-0.193662, -8.665091e-01, 7.065671e-01, 7.923593e-03, -1.329035e-01
-0.193418, -9.417502e-01, 5.232423e-01, 1.438879e-02, -1.174392e-01
-0.193174, -8.999909e-01, 3.567675e-01, 1.678183e-02, -9.912698e-02
-0.192930, -7.385248e-01, 2.234922e-01, 1.530353e-02, -7.968205e-02
-0.192686, -4.747239e-01, 1.315906e-01, 1.043200e-02, -6.084544e-02
-0.192441, -1.407831e-01, 8.167478e-02, 2.808856e-03, -4.424617e-02
-0.192197, 2.235440e-01, 6.855614e-02, -6.862568e-03, -3.127154e-02
-0.191953, 5.778971e-01, 8.333637e-02, -1.789276e-02, -2.295823e-02
-0.191709, 8.865091e-01, 1.149740e-01, -2.964832e-02, -1.991524e-02
-0.191465, 1.121263e+00, 1.509701e-01, -4.156161e-02, -2.228651e-02
-0.191221, 1.262985e+00, 1.774892e-01, -5.311479e-02, -2.975607e-02
-0.190977, 1.301675e+00, 1.796256e-01, -6.380958e-02, -4.159371e-02
-0.190732, 1.236352e+00, 1.425598e-01, -7.313565e-02, -5.673457e-02
-0.190488, 1.074989e+00, 5.405869e-02, -8.054952e-02, -7.388215e-02
-0.190244, 8.345913e-01, -9.189066e-02, -8.547259e-02, -9.162266e-02
-0.190000, 5.408978e-01, -2.914760e-01, -8.731251e-02, -1.085383e-01
-0.189756, 2.267312e-01, -5.293122e-01, -8.550715e-02, -1.233094e-01
-0.189512, -7.182010e-02, -7.800400e-01, -7.958619e-02, -1.347969e-01
-0.189268, -3.212763e-01, -1.013381e+00, -6.924214e-02, -1.421022e-01
-0.189023, -4.973212e-01, -1.201135e+00, -5.440095e-02, -1.446041e-01
-0.188779, -5.898353e-01, -1.323767e+00, -3.528218e-02, -1.419739e-01
-0.188535, -6.043871e-01, -1.374497e+00, -1.243969e-02, -1.341741e-01
-0.188291, -5.594278e-01, -1.359799e+00, 1.322402e-02, -1.214438e-01
-0.188047, -4.801850e-01, -1.296247e+00, 4.047470e-02, -1.042748e-01
-0.187803, -3.915235e-01, -1.204598e+00, 6.779629e-02, -8.337969e-02
-0.187559, -3.121645e-01, -1.102889e+00, 9.347363e-02, -5.965311e-02
-0.187315, -2.518007e-01, -1.000829e+00, 1.157050e-01, -3.412599e-02
-0.187070, -2.114832e-01, -8.973980e-01, 1.327385e-01, -7.911920e-03
-0.186826, -1.867062e-01, -7.824151e-01, 1.430248e-01, 1.785326e-02
-0.186582, -1.719033e-01, -6.414893e-01, 1.453738e-01, 4.207654e-02
-0.186338, -1.645578e-01, -4.626241e-01, 1.391022e-01, 6.377368e-02
-0.186094, -1.671331e-01, -2.421631e-01, 1.241551e-01, 8.213034e-02
-0.185850, -1.858635e-01, 1.192863e-02, 1.011843e-01, 9.655229e-02
-0.185606, -2.268802e-01, 2.803461e-01, 7.156733e-02, 1.066989e-01
-0.185361, -2.914143e-01, 5.359886e-01, 3.735544e-02, 1.124961e-01
-0.185117, -3.722805e-01, 7.497470e-01, 1.144074e-03, 1.141265e-01
-0.184873, -4.533024e-01, 8.971553e-01, -3.413007e-02, 1.120003e-01
-0.184629, -5.121131e-01, 9.642823e-01, -6.545172e-02, 1.067098e-01
-0.184385, -5.254446e-01, 9.512673e-01, -9.002522e-02, 9.897556e-02
-0.184141, -4.751812e-01, 8.724800e-01, -1.055756e-01, 8.959220e-02
-0.183897, -3.533187e-01, 7.532620e-01, -1.106153e-01, 7.937975e-02
-0.183652, -1.644864e-01, 6.241610e-01, -1.046401e-01, 6.914547e-02
-0.183408, 7.441088e-02, 5.141222e-01, -8.822184e-02, 5.965691e-02
-0.183164, 3.370004e-01, 4.441641e-01, -6.298040e-02, 5.162373e-02
-0.182920, 5.917606e-01, 4.228028e-01, -3.142780e-02, 4.568281e-02
-0.182676, 8.068625e-01, 4.441414e-01, 3.300980e-03, 4.238051e-02
-0.182432, 9.547789e-01, 4.891961e-01, 3.780185e-02, 4.214612e-02
-0.182188, 1.016190e+00, 5.304811e-01, 6.879665e-02, 4.525414e-02
-0.181943, 9.828426e-01, 5.390822e-01, 9.351807e-02, 5.177647e-02
-0.181699, 8.589652e-01, 4.926807e-01, 1.100321e-01, 6.153109e-02
-0.181455, 6.607817e-01, 3.825701e-01, 1.174524e-01, 7.403737e-02
-0.181211, 4.138046e-01, 2.177384e-01, 1.160156e-01, 8.849075e-02
-0.180967, 1.481065e-01, 2.460485e-02, 1.070046e-01, 1.037692e-01
-0.180723, -1.074094e-01, -1.580178e-01, 9.252892e-02, 1.184809e-01
-0.180479, -3.300527e-01, -2.879743e-01, 7.519491e-02, 1.310564e-01
-0.180234, -5.061098e-01, -3.308855e-01, 5.771002e-02, 1.398815e-01
-0.179990, -6.306988e-01, -2.704140e-01, 4.248136e-02, 1.434601e-01
-0.179746, -7.052882e-01, -1.144938e-01, 3.126642e-02, 1.405876e-01
-0.179502, -7.342072e-01, 1.046800e-01, 2.492820e-02, 1.305126e-01
-0.179258, -7.215756e-01, 3.371649e-01, 2.333102e-02, 1.130650e-01
-0.179014, -6.696888e-01, 5.266050e-01, 2.539256e-02, 8.872844e-02
-0.178770, -5.792622e-01, 6.234556e-01, 2.928359e-02, 5.864480e-02
-0.178525, -4.512992e-01, 5.968094e-01, 3.274461e-02, 2.454490e-02
-0.178281, -2.898444e-01, 4.419858e-01, 3.347012e-02, -1.138905e-02
-0.178037, -1.045802e-01, 1.820647e-01, 2.950097e-02, -4.671550e-02
-0.177793, 8.777688e-02, -1.370867e-01, 1.956315e-02, -7.895890e-02
-0.177549, 2.639978e-01, -4.572288e-01, 3.299849e-03, -1.058429e-01
-0.177305, 3.969912e-01, -7.210606e-01, -1.864052e-02, -1.255058e-01
-0.177061, 4.602486e-01, -8.849313e-01, -4.467503e-02, -1.366761e-01
-0.176816, 4.332031e-01, -9.275850e-01, -7.250582e-02, -1.387894e-01
-0.176572, 3.061748e-01, -8.529890e-01, -9.945481e-02, -1.320390e-01
-0.176328, 8.352913e-02, -6.873633e-01, -1.228616e-01, -1.173554e-01
-0.176084, -2.157892e-01, -4.721776e-01, -1.404819e-01, -9.632040e-02
-0.175840, -5.603009e-01, -2.553932e-01, -1.508226e-01, -7.102611e-02
-0.175596, -9.098172e-01, -8.277423e-02, -1.533602e-01, -4.389138e-02
-0.175352, -1.219967e+00, 9.606041e-03, -1.486058e-01, -1.745302e-02
-0.175107, -1.446617e+00, 9.636031e-04, -1.380049e-01, 5.852185e-03
-0.174863, -1.549947e+00, -1.110644e-01, -1.236872e-01, 2.389791e-02
-0.174619, -1.498493e+00, -3.101477e-01, -1.081041e-01, 3.505533e-02
-0.174375, -1.273482e+00, -5.637981e-01, -9.361294e-02, 3.834241e-02
-0.174131, -8.732934e-01, -8.281583e-01, -8.207514e-02, 3.352248e-02
-0.173887, -3.170215e-01, -1.054326e+00, -7.453354e-02, 2.114183e-02
-0.173643, 3.542171e-01, -1.195653e+00, -7.102493e-02, 2.499405e-03
-0.173398, 1.079219e+00, -1.215479e+00, -7.056048e-02, -2.045364e-02
-0.173154, 1.782093e+00, -1.094393e+00, -7.128161e-02, -4.528057e-02
-0.172910, 2.380662e+00, -8.355287e-01, -7.076976e-02, -6.928123e-02
-0.172666, 2.796998e+00, -4.662088e-01, -6.646388e-02, -8.975195e-02
-0.172422, 2.968939e+00, -3.467080e-02, -5.612068e-02, -1.042592e-01
-0.172178, 2.861060e+00, 3.981562e-01, -3.824504e-02, -1.108987e-01
-0.171934, 2.473212e+00, 7.702714e-01, -1.242118e-02, -1.085110e-01
-0.171690, 1.844557e+00, 1.030912e+00, 2.051029e-02, -9.682555e-02
-0.171445, 1.051338e+00, 1.150644e+00, 5.846128e-02, -7.651439e-02
-0.171201, 1.977038e-01, 1.126980e+00, 9.829448e-02, -4.914275e-02
-0.170957, -5.996053e-01, 9.843579e-01, 1.361859e-01, -1.701922e-02
